ball_id,match_id,innings_index,over,ball_in_over,ball_number,ball_index,batting_team,batsman,bowler,event_type,event_token,result_raw,is_wicket,is_boundary,bat_runs,extras_runs,innings_runs,innings_wickets,innings_overs,crr,target_runs,runs_remaining,balls_remaining,rrr,phase
ball:CWC_2011_final_ALL:1:49.6,CWC_2011_final_ALL,1,49,6,49.6,308,SL,Perera,Khan,boundary,6,SIX runs,false,true,6,0,274,6,50.0,5.48,,,,,death
ball:CWC_2011_final_ALL:2:0.1,CWC_2011_final_ALL,2,0,1,0.1,309,IND,Sehwag,Malinga,dot,•,no run,false,false,0,0,0,0,0.17,0.0,275,275,299,5.52,powerplay
ball:CWC_2011_final_ALL:2:0.2,CWC_2011_final_ALL,2,0,2,0.2,310,IND,Sehwag,Malinga,wicket,W,OUT,true,false,0,0,0,1,0.33,0.0,275,275,298,5.54,powerplay
ball:CWC_2011_final_ALL:2:0.3,CWC_2011_final_ALL,2,0,3,0.3,311,IND,Gambhir,Malinga,boundary,4,FOUR runs,false,true,4,0,4,1,0.5,8.0,275,271,297,5.47,powerplay
ball:CWC_2011_final_ALL:2:0.4,CWC_2011_final_ALL,2,0,4,0.4,312,IND,Gambhir,Malinga,dot,•,no run,false,false,0,0,4,1,0.67,6.0,275,271,296,5.49,powerplay
ball:CWC_2011_final_ALL:2:0.5,CWC_2011_final_ALL,2,0,5,0.5,313,IND,Gambhir,Malinga,dot,•,no run,false,false,0,0,4,1,0.83,4.8,275,271,295,5.51,powerplay
ball:CWC_2011_final_ALL:2:0.6,CWC_2011_final_ALL,2,0,6,0.6,314,IND,Gambhir,Malinga,dot,•,no run,false,false,0,0,4,1,1.0,4.0,275,271,294,5.53,powerplay
ball:CWC_2011_final_ALL:2:1.1,CWC_2011_final_ALL,2,1,1,1.1,315,IND,Tendulkar,Kulasekara,run,1,1 run,false,false,1,0,5,1,1.17,4.29,275,270,293,5.53,powerplay
ball:CWC_2011_final_ALL:2:1.2,CWC_2011_final_ALL,2,1,2,1.2,316,IND,Gambhir,Kulasekara,dot,•,no run,false,false,0,0,5,1,1.33,3.75,275,270,292,5.55,powerplay
ball:CWC_2011_final_ALL:2:1.3,CWC_2011_final_ALL,2,1,3,1.3,317,IND,Gambhir,Kulasekara,extra,1lb,1 leg bye,false,false,0,1,6,1,1.5,4.0,275,269,291,5.55,powerplay
ball:CWC_2011_final_ALL:2:1.4,CWC_2011_final_ALL,2,1,4,1.4,318,IND,Tendulkar,Kulasekara,dot,•,no run,false,false,0,0,6,1,1.67,3.6,275,269,290,5.57,powerplay
ball:CWC_2011_final_ALL:2:1.5,CWC_2011_final_ALL,2,1,5,1.5,319,IND,Tendulkar,Kulasekara,run,3,3 runs,false,false,3,0,9,1,1.83,4.91,275,266,289,5.52,powerplay
ball:CWC_2011_final_ALL:2:1.6,CWC_2011_final_ALL,2,1,6,1.6,320,IND,Gambhir,Kulasekara,run,1,1 run,false,false,1,0,10,1,2.0,5.0,275,265,288,5.52,powerplay
ball:CWC_2011_final_ALL:2:2.1,CWC_2011_final_ALL,2,2,1,2.1,321,IND,Gambhir,Malinga,dot,•,no run,false,false,0,0,10,1,2.17,4.62,275,265,287,5.54,powerplay
ball:CWC_2011_final_ALL:2:2.2,CWC_2011_final_ALL,2,2,2,2.2,322,IND,Gambhir,Malinga,run,1,1 run,false,false,1,0,11,1,2.33,4.71,275,264,286,5.54,powerplay
ball:CWC_2011_final_ALL:2:2.3,CWC_2011_final_ALL,2,2,3,2.3,323,IND,Tendulkar,Malinga,dot,•,no run,false,false,0,0,11,1,2.5,4.4,275,264,285,5.56,powerplay
ball:CWC_2011_final_ALL:2:2.4,CWC_2011_final_ALL,2,2,4,2.4,324,IND,Tendulkar,Malinga,dot,•,no run,false,false,0,0,11,1,2.67,4.12,275,264,284,5.58,powerplay
ball:CWC_2011_final_ALL:2:2.5,CWC_2011_final_ALL,2,2,5,2.5,325,IND,Tendulkar,Malinga,run,2,2 runs,false,false,2,0,13,1,2.83,4.59,275,262,283,5.55,powerplay
ball:CWC_2011_final_ALL:2:2.6,CWC_2011_final_ALL,2,2,6,2.6,326,IND,Tendulkar,Malinga,run,2,2 runs,false,false,2,0,15,1,3.0,5.0,275,260,282,5.53,powerplay
ball:CWC_2011_final_ALL:2:3.1,CWC_2011_final_ALL,2,3,1,3.1,327,IND,Gambhir,Kulasekara,run,1,1 run,false,false,1,0,16,1,3.17,5.05,275,259,281,5.53,powerplay
ball:CWC_2011_final_ALL:2:3.2,CWC_2011_final_ALL,2,3,2,3.2,328,IND,Tendulkar,Kulasekara,run,2,2 runs,false,false,2,0,18,1,3.33,5.4,275,257,280,5.51,powerplay
ball:CWC_2011_final_ALL:2:3.3,CWC_2011_final_ALL,2,3,3,3.3,329,IND,Tendulkar,Kulasekara,boundary,4,FOUR runs,false,true,4,0,22,1,3.5,6.29,275,253,279,5.44,powerplay
ball:CWC_2011_final_ALL:2:3.4,CWC_2011_final_ALL,2,3,4,3.4,330,IND,Tendulkar,Kulasekara,dot,•,no run,false,false,0,0,22,1,3.67,6.0,275,253,278,5.46,powerplay
ball:CWC_2011_final_ALL:2:3.5,CWC_2011_final_ALL,2,3,5,3.5,331,IND,Tendulkar,Kulasekara,boundary,4,FOUR runs,false,true,4,0,26,1,3.83,6.78,275,249,277,5.39,powerplay
ball:CWC_2011_final_ALL:2:3.6,CWC_2011_final_ALL,2,3,6,3.6,332,IND,Tendulkar,Kulasekara,dot,•,no run,false,false,0,0,26,1,4.0,6.5,275,249,276,5.41,powerplay
ball:CWC_2011_final_ALL:2:4.1,CWC_2011_final_ALL,2,4,1,4.1,333,IND,Gambhir,Malinga,dot,•,no run,false,false,0,0,26,1,4.17,6.24,275,249,275,5.43,powerplay
ball:CWC_2011_final_ALL:2:4.2,CWC_2011_final_ALL,2,4,2,4.2,334,IND,Gambhir,Malinga,dot,•,no run,false,false,0,0,26,1,4.33,6.0,275,249,274,5.45,powerplay
ball:CWC_2011_final_ALL:2:4.3,CWC_2011_final_ALL,2,4,3,4.3,335,IND,Gambhir,Malinga,dot,•,no run,false,false,0,0,26,1,4.5,5.78,275,249,273,5.47,powerplay
ball:CWC_2011_final_ALL:2:4.4,CWC_2011_final_ALL,2,4,4,4.4,336,IND,Gambhir,Malinga,dot,•,no run,false,false,0,0,26,1,4.67,5.57,275,249,272,5.49,powerplay
ball:CWC_2011_final_ALL:2:4.5,CWC_2011_final_ALL,2,4,5,4.5,337,IND,Gambhir,Malinga,run,1,1 run,false,false,1,0,27,1,4.83,5.59,275,248,271,5.49,powerplay
ball:CWC_2011_final_ALL:2:4.6,CWC_2011_final_ALL,2,4,6,4.6,338,IND,Tendulkar,Malinga,dot,•,no run,false,false,0,0,27,1,5.0,5.4,275,248,270,5.51,powerplay
ball:CWC_2011_final_ALL:2:5.1,CWC_2011_final_ALL,2,5,1,5.1,339,IND,Gambhir,Perera,dot,•,no run,false,false,0,0,27,1,5.17,5.23,275,248,269,5.53,powerplay
ball:CWC_2011_final_ALL:2:5.2,CWC_2011_final_ALL,2,5,2,5.2,340,IND,Gambhir,Perera,dot,•,no run,false,false,0,0,27,1,5.33,5.06,275,248,268,5.55,powerplay
ball:CWC_2011_final_ALL:2:5.3,CWC_2011_final_ALL,2,5,3,5.3,341,IND,Gambhir,Perera,dot,•,no run,false,false,0,0,27,1,5.5,4.91,275,248,267,5.57,powerplay
ball:CWC_2011_final_ALL:2:5.4,CWC_2011_final_ALL,2,5,4,5.4,342,IND,Gambhir,Perera,dot,•,no run,false,false,0,0,27,1,5.67,4.76,275,248,266,5.59,powerplay
ball:CWC_2011_final_ALL:2:5.5,CWC_2011_final_ALL,2,5,5,5.5,343,IND,Gambhir,Perera,boundary,4,FOUR runs,false,true,4,0,31,1,5.83,5.31,275,244,265,5.52,powerplay
ball:CWC_2011_final_ALL:2:5.6,CWC_2011_final_ALL,2,5,6,5.6,344,IND,Gambhir,Perera,dot,•,no run,false,false,0,0,31,1,6.0,5.17,275,244,264,5.55,powerplay
ball:CWC_2011_final_ALL:2:6.1,CWC_2011_final_ALL,2,6,1,6.1,345,IND,Tendulkar,Malinga,wicket,W,OUT,true,false,0,0,31,2,6.17,5.03,275,244,263,5.57,powerplay
ball:CWC_2011_final_ALL:2:6.2,CWC_2011_final_ALL,2,6,2,6.2,346,IND,Kohli,Malinga,dot,•,no run,false,false,0,0,31,2,6.33,4.89,275,244,262,5.59,powerplay
ball:CWC_2011_final_ALL:2:6.3,CWC_2011_final_ALL,2,6,3,6.3,347,IND,Kohli,Malinga,dot,•,no run,false,false,0,0,31,2,6.5,4.77,275,244,261,5.61,powerplay
ball:CWC_2011_final_ALL:2:6.4,CWC_2011_final_ALL,2,6,4,6.4,348,IND,Kohli,Malinga,extra,1w,1 wide,false,false,0,1,32,2,6.5,4.92,275,243,261,5.59,powerplay
ball:CWC_2011_final_ALL:2:6.4,CWC_2011_final_ALL,2,6,4,6.4,349,IND,Kohli,Malinga,dot,•,no run,false,false,0,0,32,2,6.67,4.8,275,243,260,5.61,powerplay
ball:CWC_2011_final_ALL:2:6.5,CWC_2011_final_ALL,2,6,5,6.5,350,IND,Kohli,Malinga,dot,•,no run,false,false,0,0,32,2,6.83,4.68,275,243,259,5.63,powerplay
ball:CWC_2011_final_ALL:2:6.6,CWC_2011_final_ALL,2,6,6,6.6,351,IND,Kohli,Malinga,dot,•,no run,false,false,0,0,32,2,7.0,4.57,275,243,258,5.65,powerplay
ball:CWC_2011_final_ALL:2:7.1,CWC_2011_final_ALL,2,7,1,7.1,352,IND,Gambhir,Kulasekara,dot,•,no run,false,false,0,0,32,2,7.17,4.47,275,243,257,5.67,powerplay
ball:CWC_2011_final_ALL:2:7.2,CWC_2011_final_ALL,2,7,2,7.2,353,IND,Gambhir,Kulasekara,run,1,1 run,false,false,1,0,33,2,7.33,4.5,275,242,256,5.67,powerplay
ball:CWC_2011_final_ALL:2:7.3,CWC_2011_final_ALL,2,7,3,7.3,354,IND,Kohli,Kulasekara,dot,•,no run,false,false,0,0,33,2,7.5,4.4,275,242,255,5.69,powerplay
ball:CWC_2011_final_ALL:2:7.4,CWC_2011_final_ALL,2,7,4,7.4,355,IND,Kohli,Kulasekara,dot,•,no run,false,false,0,0,33,2,7.67,4.3,275,242,254,5.72,powerplay
ball:CWC_2011_final_ALL:2:7.5,CWC_2011_final_ALL,2,7,5,7.5,356,IND,Kohli,Kulasekara,dot,•,no run,false,false,0,0,33,2,7.83,4.21,275,242,253,5.74,powerplay
ball:CWC_2011_final_ALL:2:7.6,CWC_2011_final_ALL,2,7,6,7.6,357,IND,Kohli,Kulasekara,dot,•,no run,false,false,0,0,33,2,8.0,4.12,275,242,252,5.76,powerplay
ball:CWC_2011_final_ALL:2:8.1,CWC_2011_final_ALL,2,8,1,8.1,358,IND,Gambhir,Perera,dot,•,no run,false,false,0,0,33,2,8.17,4.04,275,242,251,5.78,powerplay
ball:CWC_2011_final_ALL:2:8.2,CWC_2011_final_ALL,2,8,2,8.2,359,IND,Gambhir,Perera,dot,•,no run,false,false,0,0,33,2,8.33,3.96,275,242,250,5.81,powerplay
ball:CWC_2011_final_ALL:2:8.3,CWC_2011_final_ALL,2,8,3,8.3,360,IND,Gambhir,Perera,run,2,2 runs,false,false,2,0,35,2,8.5,4.12,275,240,249,5.78,powerplay
ball:CWC_2011_final_ALL:2:8.4,CWC_2011_final_ALL,2,8,4,8.4,361,IND,Gambhir,Perera,dot,•,no run,false,false,0,0,35,2,8.67,4.04,275,240,248,5.81,powerplay
ball:CWC_2011_final_ALL:2:8.5,CWC_2011_final_ALL,2,8,5,8.5,362,IND,Gambhir,Perera,dot,•,no run,false,false,0,0,35,2,8.83,3.96,275,240,247,5.83,powerplay
ball:CWC_2011_final_ALL:2:8.6,CWC_2011_final_ALL,2,8,6,8.6,363,IND,Gambhir,Perera,dot,•,no run,false,false,0,0,35,2,9.0,3.89,275,240,246,5.85,powerplay
ball:CWC_2011_final_ALL:2:9.1,CWC_2011_final_ALL,2,9,1,9.1,364,IND,Kohli,Kulasekara,dot,•,no run,false,false,0,0,35,2,9.17,3.82,275,240,245,5.88,powerplay
ball:CWC_2011_final_ALL:2:9.2,CWC_2011_final_ALL,2,9,2,9.2,365,IND,Kohli,Kulasekara,boundary,4,FOUR runs,false,true,4,0,39,2,9.33,4.18,275,236,244,5.8,powerplay
ball:CWC_2011_final_ALL:2:9.3,CWC_2011_final_ALL,2,9,3,9.3,366,IND,Kohli,Kulasekara,run,2,2 runs,false,false,2,0,41,2,9.5,4.32,275,234,243,5.78,powerplay
ball:CWC_2011_final_ALL:2:9.4,CWC_2011_final_ALL,2,9,4,9.4,367,IND,Kohli,Kulasekara,dot,•,no run,false,false,0,0,41,2,9.67,4.24,275,234,242,5.8,powerplay
ball:CWC_2011_final_ALL:2:9.5,CWC_2011_final_ALL,2,9,5,9.5,368,IND,Kohli,Kulasekara,dot,•,no run,false,false,0,0,41,2,9.83,4.17,275,234,241,5.83,powerplay
ball:CWC_2011_final_ALL:2:9.6,CWC_2011_final_ALL,2,9,6,9.6,369,IND,Kohli,Kulasekara,dot,•,no run,false,false,0,0,41,2,10.0,4.1,275,234,240,5.85,powerplay
ball:CWC_2011_final_ALL:2:11.1,CWC_2011_final_ALL,2,11,1,11.1,370,IND,Gambhir,Kulasekara,run,1,1 run,false,false,1,0,42,2,10.17,4.13,275,233,239,5.85,middle
ball:CWC_2011_final_ALL:2:11.2,CWC_2011_final_ALL,2,11,2,11.2,371,IND,Kohli,Kulasekara,run,1,1 run,false,false,1,0,43,2,10.33,4.16,275,232,238,5.85,middle
ball:CWC_2011_final_ALL:2:11.3,CWC_2011_final_ALL,2,11,3,11.3,372,IND,Gambhir,Kulasekara,dot,•,no run,false,false,0,0,43,2,10.5,4.1,275,232,237,5.87,middle
ball:CWC_2011_final_ALL:2:11.4,CWC_2011_final_ALL,2,11,4,11.4,373,IND,Gambhir,Kulasekara,boundary,4,FOUR runs,false,true,4,0,47,2,10.67,4.41,275,228,236,5.8,middle
ball:CWC_2011_final_ALL:2:11.5,CWC_2011_final_ALL,2,11,5,11.5,374,IND,Gambhir,Kulasekara,run,1,1 run,false,false,1,0,48,2,10.83,4.43,275,227,235,5.8,middle
ball:CWC_2011_final_ALL:2:11.6,CWC_2011_final_ALL,2,11,6,11.6,375,IND,Kohli,Kulasekara,boundary,4,FOUR runs,false,true,4,0,52,2,11.0,4.73,275,223,234,5.72,middle
ball:CWC_2011_final_ALL:2:12.1,CWC_2011_final_ALL,2,12,1,12.1,376,IND,Gambhir,Perera,extra,1w,1 wide,false,false,0,1,53,2,11.0,4.82,275,222,234,5.69,middle
ball:CWC_2011_final_ALL:2:12.1,CWC_2011_final_ALL,2,12,1,12.1,377,IND,Gambhir,Perera,run,1,1 run,false,false,1,0,54,2,11.17,4.84,275,221,233,5.69,middle
ball:CWC_2011_final_ALL:2:12.2,CWC_2011_final_ALL,2,12,2,12.2,378,IND,Kohli,Perera,extra,1w,1 wide,false,false,0,1,55,2,11.17,4.93,275,220,233,5.67,middle
ball:CWC_2011_final_ALL:2:12.2,CWC_2011_final_ALL,2,12,2,12.2,379,IND,Kohli,Perera,run,1,1 run,false,false,1,0,56,2,11.33,4.94,275,219,232,5.66,middle
ball:CWC_2011_final_ALL:2:12.3,CWC_2011_final_ALL,2,12,3,12.3,380,IND,Gambhir,Perera,dot,•,no run,false,false,0,0,56,2,11.5,4.87,275,219,231,5.69,middle
ball:CWC_2011_final_ALL:2:12.4,CWC_2011_final_ALL,2,12,4,12.4,381,IND,Gambhir,Perera,run,1,1 run,false,false,1,0,57,2,11.67,4.89,275,218,230,5.69,middle
ball:CWC_2011_final_ALL:2:12.5,CWC_2011_final_ALL,2,12,5,12.5,382,IND,Kohli,Perera,run,2,2 runs,false,false,2,0,59,2,11.83,4.99,275,216,229,5.66,middle
ball:CWC_2011_final_ALL:2:12.6,CWC_2011_final_ALL,2,12,6,12.6,383,IND,Kohli,Perera,dot,•,no run,false,false,0,0,59,2,12.0,4.92,275,216,228,5.68,middle
ball:CWC_2011_final_ALL:2:13.1,CWC_2011_final_ALL,2,13,1,13.1,384,IND,Gambhir,Randiv,dot,•,no run,false,false,0,0,59,2,12.17,4.85,275,216,227,5.71,middle
ball:CWC_2011_final_ALL:2:13.2,CWC_2011_final_ALL,2,13,2,13.2,385,IND,Gambhir,Randiv,dot,•,no run,false,false,0,0,59,2,12.33,4.78,275,216,226,5.73,middle
ball:CWC_2011_final_ALL:2:13.3,CWC_2011_final_ALL,2,13,3,13.3,386,IND,Gambhir,Randiv,run,2,2 runs,false,false,2,0,61,2,12.5,4.88,275,214,225,5.71,middle
ball:CWC_2011_final_ALL:2:13.4,CWC_2011_final_ALL,2,13,4,13.4,387,IND,Gambhir,Randiv,run,1,1 run,false,false,1,0,62,2,12.67,4.89,275,213,224,5.71,middle
ball:CWC_2011_final_ALL:2:13.5,CWC_2011_final_ALL,2,13,5,13.5,388,IND,Kohli,Randiv,dot,•,no run,false,false,0,0,62,2,12.83,4.83,275,213,223,5.73,middle
ball:CWC_2011_final_ALL:2:13.6,CWC_2011_final_ALL,2,13,6,13.6,389,IND,Kohli,Randiv,run,1,1 run,false,false,1,0,63,2,13.0,4.85,275,212,222,5.73,middle
ball:CWC_2011_final_ALL:2:14.1,CWC_2011_final_ALL,2,14,1,14.1,390,IND,Kohli,Perera,dot,•,no run,false,false,0,0,63,2,13.17,4.78,275,212,221,5.76,middle
ball:CWC_2011_final_ALL:2:14.2,CWC_2011_final_ALL,2,14,2,14.2,391,IND,Kohli,Perera,run,1,1 run,false,false,1,0,64,2,13.33,4.8,275,211,220,5.75,middle
ball:CWC_2011_final_ALL:2:14.3,CWC_2011_final_ALL,2,14,3,14.3,392,IND,Gambhir,Perera,run,2,2 runs,false,false,2,0,66,2,13.5,4.89,275,209,219,5.73,middle
ball:CWC_2011_final_ALL:2:14.4,CWC_2011_final_ALL,2,14,4,14.4,393,IND,Gambhir,Perera,run,1,1 run,false,false,1,0,67,2,13.67,4.9,275,208,218,5.72,middle
ball:CWC_2011_final_ALL:2:14.5,CWC_2011_final_ALL,2,14,5,14.5,394,IND,Kohli,Perera,run,1,1 run,false,false,1,0,68,2,13.83,4.92,275,207,217,5.72,middle
ball:CWC_2011_final_ALL:2:14.6,CWC_2011_final_ALL,2,14,6,14.6,395,IND,Gambhir,Perera,boundary,4,FOUR runs,false,true,4,0,72,2,14.0,5.14,275,203,216,5.64,middle
ball:CWC_2011_final_ALL:2:15.1,CWC_2011_final_ALL,2,15,1,15.1,396,IND,Kohli,Randiv,run,1,1 run,false,false,1,0,73,2,14.17,5.15,275,202,215,5.64,middle
ball:CWC_2011_final_ALL:2:15.2,CWC_2011_final_ALL,2,15,2,15.2,397,IND,Gambhir,Randiv,dot,•,no run,false,false,0,0,73,2,14.33,5.09,275,202,214,5.66,middle
ball:CWC_2011_final_ALL:2:15.3,CWC_2011_final_ALL,2,15,3,15.3,398,IND,Gambhir,Randiv,run,1,1 run,false,false,1,0,74,2,14.5,5.1,275,201,213,5.66,middle
ball:CWC_2011_final_ALL:2:15.4,CWC_2011_final_ALL,2,15,4,15.4,399,IND,Kohli,Randiv,run,2,2 runs,false,false,2,0,76,2,14.67,5.18,275,199,212,5.63,middle
ball:CWC_2011_final_ALL:2:15.5,CWC_2011_final_ALL,2,15,5,15.5,400,IND,Kohli,Randiv,dot,•,no run,false,false,0,0,76,2,14.83,5.12,275,199,211,5.66,middle
ball:CWC_2011_final_ALL:2:15.6,CWC_2011_final_ALL,2,15,6,15.6,401,IND,Kohli,Randiv,run,1,1 run,false,false,1,0,77,2,15.0,5.13,275,198,210,5.66,middle
ball:CWC_2011_final_ALL:2:16.1,CWC_2011_final_ALL,2,16,1,16.1,402,IND,Kohli,Dilshan,extra,3w,3 wide,false,false,0,3,80,2,15.0,5.33,275,195,210,5.57,middle
ball:CWC_2011_final_ALL:2:16.1,CWC_2011_final_ALL,2,16,1,16.1,403,IND,Kohli,Dilshan,dot,•,no run,false,false,0,0,80,2,15.17,5.27,275,195,209,5.6,middle
ball:CWC_2011_final_ALL:2:16.2,CWC_2011_final_ALL,2,16,2,16.2,404,IND,Kohli,Dilshan,dot,•,no run,false,false,0,0,80,2,15.33,5.22,275,195,208,5.62,middle
ball:CWC_2011_final_ALL:2:16.3,CWC_2011_final_ALL,2,16,3,16.3,405,IND,Kohli,Dilshan,run,1,1 run,false,false,1,0,81,2,15.5,5.23,275,194,207,5.62,middle
ball:CWC_2011_final_ALL:2:16.4,CWC_2011_final_ALL,2,16,4,16.4,406,IND,Gambhir,Dilshan,run,1,1 run,false,false,1,0,82,2,15.67,5.23,275,193,206,5.62,middle
ball:CWC_2011_final_ALL:2:16.5,CWC_2011_final_ALL,2,16,5,16.5,407,IND,Kohli,Dilshan,dot,•,no run,false,false,0,0,82,2,15.83,5.18,275,193,205,5.65,middle
ball:CWC_2011_final_ALL:2:16.6,CWC_2011_final_ALL,2,16,6,16.6,408,IND,Kohli,Dilshan,dot,•,no run,false,false,0,0,82,2,16.0,5.12,275,193,204,5.68,middle
ball:CWC_2011_final_ALL:2:17.1,CWC_2011_final_ALL,2,17,1,17.1,409,IND,Gambhir,Randiv,dot,•,no run,false,false,0,0,82,2,16.17,5.07,275,193,203,5.7,middle
ball:CWC_2011_final_ALL:2:17.2,CWC_2011_final_ALL,2,17,2,17.2,410,IND,Gambhir,Randiv,boundary,4,FOUR runs,false,true,4,0,86,2,16.33,5.27,275,189,202,5.61,middle
ball:CWC_2011_final_ALL:2:17.3,CWC_2011_final_ALL,2,17,3,17.3,411,IND,Gambhir,Randiv,run,1,1 run,false,false,1,0,87,2,16.5,5.27,275,188,201,5.61,middle
ball:CWC_2011_final_ALL:2:17.4,CWC_2011_final_ALL,2,17,4,17.4,412,IND,Kohli,Randiv,dot,•,no run,false,false,0,0,87,2,16.67,5.22,275,188,200,5.64,middle
ball:CWC_2011_final_ALL:2:17.5,CWC_2011_final_ALL,2,17,5,17.5,413,IND,Kohli,Randiv,dot,•,no run,false,false,0,0,87,2,16.83,5.17,275,188,199,5.67,middle
ball:CWC_2011_final_ALL:2:17.6,CWC_2011_final_ALL,2,17,6,17.6,414,IND,Kohli,Randiv,dot,•,no run,false,false,0,0,87,2,17.0,5.12,275,188,198,5.7,middle
ball:CWC_2011_final_ALL:2:18.1,CWC_2011_final_ALL,2,18,1,18.1,415,IND,Gambhir,Murali,dot,•,no run,false,false,0,0,87,2,17.17,5.07,275,188,197,5.73,middle
ball:CWC_2011_final_ALL:2:18.2,CWC_2011_final_ALL,2,18,2,18.2,416,IND,Gambhir,Murali,run,2,2 runs,false,false,2,0,89,2,17.33,5.13,275,186,196,5.69,middle
ball:CWC_2011_final_ALL:2:18.3,CWC_2011_final_ALL,2,18,3,18.3,417,IND,Gambhir,Murali,dot,•,no run,false,false,0,0,89,2,17.5,5.09,275,186,195,5.72,middle
ball:CWC_2011_final_ALL:2:18.4,CWC_2011_final_ALL,2,18,4,18.4,418,IND,Gambhir,Murali,run,1,1 run,false,false,1,0,90,2,17.67,5.09,275,185,194,5.72,middle
ball:CWC_2011_final_ALL:2:18.5,CWC_2011_final_ALL,2,18,5,18.5,419,IND,Kohli,Murali,dot,•,no run,false,false,0,0,90,2,17.83,5.05,275,185,193,5.75,middle
ball:CWC_2011_final_ALL:2:18.6,CWC_2011_final_ALL,2,18,6,18.6,420,IND,Kohli,Murali,dot,•,no run,false,false,0,0,90,2,18.0,5.0,275,185,192,5.78,middle
ball:CWC_2011_final_ALL:2:19.1,CWC_2011_final_ALL,2,19,1,19.1,421,IND,Gambhir,Randiv,dot,•,no run,false,false,0,0,90,2,18.17,4.95,275,185,191,5.81,middle
ball:CWC_2011_final_ALL:2:19.2,CWC_2011_final_ALL,2,19,2,19.2,422,IND,Gambhir,Randiv,dot,•,no run,false,false,0,0,90,2,18.33,4.91,275,185,190,5.84,middle
ball:CWC_2011_final_ALL:2:19.3,CWC_2011_final_ALL,2,19,3,19.3,423,IND,Gambhir,Randiv,run,1,1 run,false,false,1,0,91,2,18.5,4.92,275,184,189,5.84,middle
ball:CWC_2011_final_ALL:2:19.4,CWC_2011_final_ALL,2,19,4,19.4,424,IND,Kohli,Randiv,boundary,4,FOUR runs,false,true,4,0,95,2,18.67,5.09,275,180,188,5.74,middle
ball:CWC_2011_final_ALL:2:19.5,CWC_2011_final_ALL,2,19,5,19.5,425,IND,Kohli,Randiv,run,1,1 run,false,false,1,0,96,2,18.83,5.1,275,179,187,5.74,middle
ball:CWC_2011_final_ALL:2:19.6,CWC_2011_final_ALL,2,19,6,19.6,426,IND,Gambhir,Randiv,dot,•,no run,false,false,0,0,96,2,19.0,5.05,275,179,186,5.77,middle
ball:CWC_2011_final_ALL:2:20.1,CWC_2011_final_ALL,2,20,1,20.1,427,IND,Kohli,Murali,run,1,1 run,false,false,1,0,97,2,19.17,5.06,275,178,185,5.77,middle
ball:CWC_2011_final_ALL:2:20.2,CWC_2011_final_ALL,2,20,2,20.2,428,IND,Gambhir,Murali,dot,•,no run,false,false,0,0,97,2,19.33,5.02,275,178,184,5.8,middle
ball:CWC_2011_final_ALL:2:20.3,CWC_2011_final_ALL,2,20,3,20.3,429,IND,Gambhir,Murali,dot,•,no run,false,false,0,0,97,2,19.5,4.97,275,178,183,5.84,middle
ball:CWC_2011_final_ALL:2:20.4,CWC_2011_final_ALL,2,20,4,20.4,430,IND,Gambhir,Murali,run,1,1 run,false,false,1,0,98,2,19.67,4.98,275,177,182,5.84,middle
ball:CWC_2011_final_ALL:2:20.5,CWC_2011_final_ALL,2,20,5,20.5,431,IND,Kohli,Murali,run,1,1 run,false,false,1,0,99,2,19.83,4.99,275,176,181,5.83,middle
ball:CWC_2011_final_ALL:2:20.6,CWC_2011_final_ALL,2,20,6,20.6,432,IND,Gambhir,Murali,run,1,1 run,false,false,1,0,100,2,20.0,5.0,275,175,180,5.83,middle
ball:CWC_2011_final_ALL:2:21.1,CWC_2011_final_ALL,2,21,1,21.1,433,IND,Gambhir,Dilshan,run,1,1 run,false,false,1,0,101,2,20.17,5.01,275,174,179,5.83,middle
ball:CWC_2011_final_ALL:2:21.2,CWC_2011_final_ALL,2,21,2,21.2,434,IND,Kohli,Dilshan,dot,•,no run,false,false,0,0,101,2,20.33,4.97,275,174,178,5.87,middle
ball:CWC_2011_final_ALL:2:21.3,CWC_2011_final_ALL,2,21,3,21.3,435,IND,Kohli,Dilshan,boundary,4,FOUR runs,false,true,4,0,105,2,20.5,5.12,275,170,177,5.76,middle
ball:CWC_2011_final_ALL:2:21.4,CWC_2011_final_ALL,2,21,4,21.4,436,IND,Kohli,Dilshan,wicket,W,OUT,true,false,0,0,105,3,20.67,5.08,275,170,176,5.8,middle
ball:CWC_2011_final_ALL:2:21.5,CWC_2011_final_ALL,2,21,5,21.5,437,IND,Dhoni,Dilshan,dot,•,no run,false,false,0,0,105,3,20.83,5.04,275,170,175,5.83,middle
ball:CWC_2011_final_ALL:2:21.6,CWC_2011_final_ALL,2,21,6,21.6,438,IND,Dhoni,Dilshan,extra,1b,1 bye,false,false,0,1,106,3,21.0,5.05,275,169,174,5.83,middle
ball:CWC_2011_final_ALL:2:22.1,CWC_2011_final_ALL,2,22,1,22.1,439,IND,Dhoni,Murali,dot,•,no run,false,false,0,0,106,3,21.17,5.01,275,169,173,5.86,middle
ball:CWC_2011_final_ALL:2:22.2,CWC_2011_final_ALL,2,22,2,22.2,440,IND,Dhoni,Murali,dot,•,no run,false,false,0,0,106,3,21.33,4.97,275,169,172,5.9,middle
